unit,ts,qty
1305184b1a7634e62b1ea3dc7c5fa81d,2021-03-02,0.5441431934264991
1305184b1a7634e62b1ea3dc7c5fa81d,2021-03-03,0.5441431934264991
1305184b1a7634e62b1ea3dc7c5fa81d,2021-03-04,0.5401330442508738
1305184b1a7634e62b1ea3dc7c5fa81d,2021-03-05,0.22984464844969255
1305184b1a7634e62b1ea3dc7c5fa81d,2021-03-06,-0.016361020335064615
1305184b1a7634e62b1ea3dc7c5fa81d,2021-03-07,-0.016361020335064615
1305184b1a7634e62b1ea3dc7c5fa81d,2021-03-08,0.5441431934264991
1305184b1a7634e62b1ea3dc7c5fa81d,2021-03-09,0.5441431934264991
1305184b1a7634e62b1ea3dc7c5fa81d,2021-03-10,0.5441431934264991
1305184b1a7634e62b1ea3dc7c5fa81d,2021-03-11,0.5401330442508738
1305184b1a7634e62b1ea3dc7c5fa81d,2021-03-12,0.22984464844969255
1305184b1a7634e62b1ea3dc7c5fa81d,2021-03-13,-0.016361020335064615
1305184b1a7634e62b1ea3dc7c5fa81d,2021-03-14,-0.016361020335064615
1305184b1a7634e62b1ea3dc7c5fa81d,2021-03-15,0.5441431934264991
1305184b1a7634e62b1ea3dc7c5fa81d,2021-03-16,0.5441431934264991
1305184b1a7634e62b1ea3dc7c5fa81d,2021-03-17,0.5441431934264991
1305184b1a7634e62b1ea3dc7c5fa81d,2021-03-18,0.5401330442508738
1305184b1a7634e62b1ea3dc7c5fa81d,2021-03-19,0.22984464844969255
1305184b1a7634e62b1ea3dc7c5fa81d,2021-03-20,-0.016361020335064615
1305184b1a7634e62b1ea3dc7c5fa81d,2021-03-21,-0.016361020335064615
1305184b1a7634e62b1ea3dc7c5fa81d,2021-03-22,0.5441431934264991
1305184b1a7634e62b1ea3dc7c5fa81d,2021-03-23,0.5441431934264991
1305184b1a7634e62b1ea3dc7c5fa81d,2021-03-24,0.5441431934264991
1305184b1a7634e62b1ea3dc7c5fa81d,2021-03-25,0.5401330442508738
1305184b1a7634e62b1ea3dc7c5fa81d,2021-03-26,0.22984464844969255
1305184b1a7634e62b1ea3dc7c5fa81d,2021-03-27,-0.016361020335064615
1305184b1a7634e62b1ea3dc7c5fa81d,2021-03-28,-0.016361020335064615
1305184b1a7634e62b1ea3dc7c5fa81d,2021-03-29,0.5441431934264991
1305184b1a7634e62b1ea3dc7c5fa81d,2021-03-30,0.5441431934264991
1305184b1a7634e62b1ea3dc7c5fa81d,2021-03-31,0.5441431934264991
1305184b1a7634e62b1ea3dc7c5fa81d,2021-04-01,0.5401330442508738
1305184b1a7634e62b1ea3dc7c5fa81d,2021-04-02,0.22984464844969255
1305184b1a7634e62b1ea3dc7c5fa81d,2021-04-03,-0.016361020335064615
1305184b1a7634e62b1ea3dc7c5fa81d,2021-04-04,-0.016361020335064615
1305184b1a7634e62b1ea3dc7c5fa81d,2021-04-05,0.5441431934264991
1305184b1a7634e62b1ea3dc7c5fa81d,2021-04-06,0.5441431934264991
1305184b1a7634e62b1ea3dc7c5fa81d,2021-04-07,0.5441431934264991
1305184b1a7634e62b1ea3dc7c5fa81d,2021-04-08,0.5401330442508738
1305184b1a7634e62b1ea3dc7c5fa81d,2021-04-09,0.22984464844969255
1305184b1a7634e62b1ea3dc7c5fa81d,2021-04-10,-0.016361020335064615
1305184b1a7634e62b1ea3dc7c5fa81d,2021-04-11,-0.016361020335064615
1305184b1a7634e62b1ea3dc7c5fa81d,2021-04-12,0.5441431934264991
1305184b1a7634e62b1ea3dc7c5fa81d,2021-04-13,0.5441431934264991
1305184b1a7634e62b1ea3dc7c5fa81d,2021-04-14,0.5441431934264991
1305184b1a7634e62b1ea3dc7c5fa81d,2021-04-15,0.5401330442508738
1305184b1a7634e62b1ea3dc7c5fa81d,2021-04-16,0.22984464844969255
1305184b1a7634e62b1ea3dc7c5fa81d,2021-04-17,-0.016361020335064615
1305184b1a7634e62b1ea3dc7c5fa81d,2021-04-18,-0.016361020335064615
1305184b1a7634e62b1ea3dc7c5fa81d,2021-04-19,0.5441431934264991
1305184b1a7634e62b1ea3dc7c5fa81d,2021-04-20,0.5441431934264991
1305184b1a7634e62b1ea3dc7c5fa81d,2021-04-21,0.5441431934264991
1305184b1a7634e62b1ea3dc7c5fa81d,2021-04-22,0.5401330442508738
1305184b1a7634e62b1ea3dc7c5fa81d,2021-04-23,0.22984464844969255
1305184b1a7634e62b1ea3dc7c5fa81d,2021-04-24,-0.016361020335064615
1305184b1a7634e62b1ea3dc7c5fa81d,2021-04-25,-0.016361020335064615
1305184b1a7634e62b1ea3dc7c5fa81d,2021-04-26,0.5441431934264991
1305184b1a7634e62b1ea3dc7c5fa81d,2021-04-27,0.5441431934264991
1305184b1a7634e62b1ea3dc7c5fa81d,2021-04-28,0.5441431934264991
1305184b1a7634e62b1ea3dc7c5fa81d,2021-04-29,0.5401330442508738
1305184b1a7634e62b1ea3dc7c5fa81d,2021-04-30,0.22984464844969255
1305184b1a7634e62b1ea3dc7c5fa81d,2021-05-01,-0.016361020335064615
1305184b1a7634e62b1ea3dc7c5fa81d,2021-05-02,-0.016361020335064615
1305184b1a7634e62b1ea3dc7c5fa81d,2021-05-03,0.5441431934264991
1305184b1a7634e62b1ea3dc7c5fa81d,2021-05-04,0.5441431934264991
1305184b1a7634e62b1ea3dc7c5fa81d,2021-05-05,0.5441431934264991
1305184b1a7634e62b1ea3dc7c5fa81d,2021-05-06,0.5401330442508738
1305184b1a7634e62b1ea3dc7c5fa81d,2021-05-07,0.22984464844969255
1305184b1a7634e62b1ea3dc7c5fa81d,2021-05-08,-0.016361020335064615
1305184b1a7634e62b1ea3dc7c5fa81d,2021-05-09,-0.016361020335064615
1305184b1a7634e62b1ea3dc7c5fa81d,2021-05-10,0.5441431934264991
1305184b1a7634e62b1ea3dc7c5fa81d,2021-05-11,0.5441431934264991
1305184b1a7634e62b1ea3dc7c5fa81d,2021-05-12,0.5441431934264991
1305184b1a7634e62b1ea3dc7c5fa81d,2021-05-13,0.5401330442508738
