unit,ts,qty
4e34db1a6a6963c0d5656994f045c320,2021-03-02,-12.52710722727545
4e34db1a6a6963c0d5656994f045c320,2021-03-03,15.007339862428495
4e34db1a6a6963c0d5656994f045c320,2021-03-04,20.91079350250422
4e34db1a6a6963c0d5656994f045c320,2021-03-05,25.323869590881944
4e34db1a6a6963c0d5656994f045c320,2021-03-06,-6.610089779149087
4e34db1a6a6963c0d5656994f045c320,2021-03-07,-17.273049927171883
4e34db1a6a6963c0d5656994f045c320,2021-03-08,-8.303079316632331
4e34db1a6a6963c0d5656994f045c320,2021-03-09,58.08271029562073
4e34db1a6a6963c0d5656994f045c320,2021-03-10,64.53878158284638
4e34db1a6a6963c0d5656994f045c320,2021-03-11,89.62958380616077
4e34db1a6a6963c0d5656994f045c320,2021-03-12,83.68472769090721
4e34db1a6a6963c0d5656994f045c320,2021-03-13,64.23270731985002
4e34db1a6a6963c0d5656994f045c320,2021-03-14,41.198049407175326
4e34db1a6a6963c0d5656994f045c320,2021-03-15,74.72597315190629
4e34db1a6a6963c0d5656994f045c320,2021-03-16,-65.83351569822662
4e34db1a6a6963c0d5656994f045c320,2021-03-17,-52.598798400115726
4e34db1a6a6963c0d5656994f045c320,2021-03-18,-72.27993940068752
4e34db1a6a6963c0d5656994f045c320,2021-03-19,-64.92566061043634
4e34db1a6a6963c0d5656994f045c320,2021-03-20,-64.4180950071432
4e34db1a6a6963c0d5656994f045c320,2021-03-21,-55.93462295366614
4e34db1a6a6963c0d5656994f045c320,2021-03-22,-47.578415445864046
4e34db1a6a6963c0d5656994f045c320,2021-03-23,25.19479853978479
4e34db1a6a6963c0d5656994f045c320,2021-03-24,24.108311131655064
4e34db1a6a6963c0d5656994f045c320,2021-03-25,28.85684695753127
4e34db1a6a6963c0d5656994f045c320,2021-03-26,37.825912960828134
4e34db1a6a6963c0d5656994f045c320,2021-03-27,20.848519000772065
4e34db1a6a6963c0d5656994f045c320,2021-03-28,-2.0202339457825924
4e34db1a6a6963c0d5656994f045c320,2021-03-29,14.186834685563884
4e34db1a6a6963c0d5656994f045c320,2021-03-30,-36.85518483938301
4e34db1a6a6963c0d5656994f045c320,2021-03-31,-11.096567747551966
4e34db1a6a6963c0d5656994f045c320,2021-04-01,-3.1284619839585317
4e34db1a6a6963c0d5656994f045c320,2021-04-02,7.037437756831117
4e34db1a6a6963c0d5656994f045c320,2021-04-03,-21.455775909727304
4e34db1a6a6963c0d5656994f045c320,2021-04-04,-27.611331310070742
4e34db1a6a6963c0d5656994f045c320,2021-04-05,-35.421500914321435
4e34db1a6a6963c0d5656994f045c320,2021-04-06,-108.28877315944186
4e34db1a6a6963c0d5656994f045c320,2021-04-07,-88.55046352792739
4e34db1a6a6963c0d5656994f045c320,2021-04-08,-69.03754536828242
4e34db1a6a6963c0d5656994f045c320,2021-04-09,-60.547222453421355
4e34db1a6a6963c0d5656994f045c320,2021-04-10,-96.78764748878825
4e34db1a6a6963c0d5656994f045c320,2021-04-11,-138.2664304480669
4e34db1a6a6963c0d5656994f045c320,2021-04-12,-115.80964774774259
4e34db1a6a6963c0d5656994f045c320,2021-04-13,56.42142816850385
4e34db1a6a6963c0d5656994f045c320,2021-04-14,125.34701738819913
4e34db1a6a6963c0d5656994f045c320,2021-04-15,82.9741114052079
4e34db1a6a6963c0d5656994f045c320,2021-04-16,87.17499336940236
4e34db1a6a6963c0d5656994f045c320,2021-04-17,4.784758841888334
4e34db1a6a6963c0d5656994f045c320,2021-04-18,-4.41923925980613
4e34db1a6a6963c0d5656994f045c320,2021-04-19,31.375124151567686
4e34db1a6a6963c0d5656994f045c320,2021-04-20,21.315319814588076
4e34db1a6a6963c0d5656994f045c320,2021-04-21,39.46190840606959
4e34db1a6a6963c0d5656994f045c320,2021-04-22,59.72277678860766
4e34db1a6a6963c0d5656994f045c320,2021-04-23,27.967175507157116
4e34db1a6a6963c0d5656994f045c320,2021-04-24,-7.695602930220197
4e34db1a6a6963c0d5656994f045c320,2021-04-25,-20.022770457859853
4e34db1a6a6963c0d5656994f045c320,2021-04-26,9.92109246742661
4e34db1a6a6963c0d5656994f045c320,2021-04-27,-41.5273513713653
4e34db1a6a6963c0d5656994f045c320,2021-04-28,-31.64154689884376
4e34db1a6a6963c0d5656994f045c320,2021-04-29,-14.836405756613823
4e34db1a6a6963c0d5656994f045c320,2021-04-30,-18.040350373534057
4e34db1a6a6963c0d5656994f045c320,2021-05-01,-63.053109004578864
4e34db1a6a6963c0d5656994f045c320,2021-05-02,-66.68396986443773
4e34db1a6a6963c0d5656994f045c320,2021-05-03,-89.29216853492703
4e34db1a6a6963c0d5656994f045c320,2021-05-04,89.36982994543455
4e34db1a6a6963c0d5656994f045c320,2021-05-05,167.20712799760182
4e34db1a6a6963c0d5656994f045c320,2021-05-06,202.51327864536245
4e34db1a6a6963c0d5656994f045c320,2021-05-07,157.04941011542056
4e34db1a6a6963c0d5656994f045c320,2021-05-08,91.31433422790943
4e34db1a6a6963c0d5656994f045c320,2021-05-09,52.78377197933373
4e34db1a6a6963c0d5656994f045c320,2021-05-10,111.85499191018641
4e34db1a6a6963c0d5656994f045c320,2021-05-11,-124.69653011447598
4e34db1a6a6963c0d5656994f045c320,2021-05-12,-115.28036149933507
4e34db1a6a6963c0d5656994f045c320,2021-05-13,-10.679589796249143
4e34db1a6a6963c0d5656994f045c320,2021-05-14,-80.9050184451762
4e34db1a6a6963c0d5656994f045c320,2021-05-15,-91.7098840176671
4e34db1a6a6963c0d5656994f045c320,2021-05-16,-115.01428560259173
4e34db1a6a6963c0d5656994f045c320,2021-05-17,-55.46462948354541
4e34db1a6a6963c0d5656994f045c320,2021-05-18,109.89648334784748
4e34db1a6a6963c0d5656994f045c320,2021-05-19,54.2893959797201
4e34db1a6a6963c0d5656994f045c320,2021-05-20,32.481400477202605
4e34db1a6a6963c0d5656994f045c320,2021-05-21,-32.67847971427096
4e34db1a6a6963c0d5656994f045c320,2021-05-22,-77.19514650091668
4e34db1a6a6963c0d5656994f045c320,2021-05-23,-35.703620584329585
4e34db1a6a6963c0d5656994f045c320,2021-05-24,-13.433311533281064
4e34db1a6a6963c0d5656994f045c320,2021-05-25,42.03329384643032
4e34db1a6a6963c0d5656994f045c320,2021-05-26,65.14433642185435
4e34db1a6a6963c0d5656994f045c320,2021-05-27,73.30709998070179
4e34db1a6a6963c0d5656994f045c320,2021-05-28,36.27020301222932
4e34db1a6a6963c0d5656994f045c320,2021-05-29,9.89529146952436
4e34db1a6a6963c0d5656994f045c320,2021-05-30,0.9179341803667062
4e34db1a6a6963c0d5656994f045c320,2021-05-31,31.51201828331763
4e34db1a6a6963c0d5656994f045c320,2021-06-01,-24.89250493749992
4e34db1a6a6963c0d5656994f045c320,2021-06-02,-25.88479394344118
4e34db1a6a6963c0d5656994f045c320,2021-06-03,-8.681396800801762
4e34db1a6a6963c0d5656994f045c320,2021-06-04,-15.659978696358557
4e34db1a6a6963c0d5656994f045c320,2021-06-05,-37.435693730976745
4e34db1a6a6963c0d5656994f045c320,2021-06-06,-49.9152583289942
4e34db1a6a6963c0d5656994f045c320,2021-06-07,-63.147881658623135
3cbf27bb133347eba01ed76fc2e61202,2021-03-02,2.5424769498427744
3cbf27bb133347eba01ed76fc2e61202,2021-03-03,1.6216554434493644
3cbf27bb133347eba01ed76fc2e61202,2021-03-04,2.5348158795966573
3cbf27bb133347eba01ed76fc2e61202,2021-03-05,1.9950132189514056
3cbf27bb133347eba01ed76fc2e61202,2021-03-06,0.5246076453960418
3cbf27bb133347eba01ed76fc2e61202,2021-03-07,0.5059147920585852
3cbf27bb133347eba01ed76fc2e61202,2021-03-08,2.4681439316608764
3cbf27bb133347eba01ed76fc2e61202,2021-03-09,0.38762805318046695
3cbf27bb133347eba01ed76fc2e61202,2021-03-10,0.476229978556339
3cbf27bb133347eba01ed76fc2e61202,2021-03-11,0.5981440598475362
3cbf27bb133347eba01ed76fc2e61202,2021-03-12,0.26063921132098056
3cbf27bb133347eba01ed76fc2e61202,2021-03-13,-0.15889207307332331
3cbf27bb133347eba01ed76fc2e61202,2021-03-14,-0.14019921973586671
3cbf27bb133347eba01ed76fc2e61202,2021-03-15,0.5487850128344571
3cbf27bb133347eba01ed76fc2e61202,2021-03-16,0.34119400233412994
3cbf27bb133347eba01ed76fc2e61202,2021-03-17,0.4041936821619277
3cbf27bb133347eba01ed76fc2e61202,2021-03-18,0.3601334060546131
